Request,Politeness
"Also, what about duplicates? It's not explicit, but it seems like you want to remove them?",1
"It's still under-determined. Is, for example, 2*10 before, or after, 4*5, or should it be that once a value of 20 is used, it's never used again?",1
"Try to get the terminology right, there really isn't such a thing as POST and GET variables, especially not on the client side (which I assume you are referring to). So what exactly do you mean?",0
"Seems like a rather big project. From what I can read, you have no experience in programming?",0
"Why is the clause changing every time? Why don't you post your best attempt and we'll look at it?",0
"How is 17:18:3600 supposed to be understood? Is this a standard format?",0
"Is this homework? What have you tried so far?",0
"How do you mean 'sorting a string'? Do you mean sorting a list of strings?",0
"How are you converting to decimal? Why wouldn't that same method work for conversion to ternary?",0
"hmm... wait a minute... hmm... what?!",0
"I've always been under the impression that most quick-sort implementations will switch to merge sort after descending a predetermined number of levels of recursion. Would you mind posting your code to see areas for improvement?",1
"In the description of the O(n+m) method, do you mean if J is _greater_ than the max, the target is not present, and compare just K, T in the max? Also, I may be missing something, but isn't `[ 100 200 ; 50 199 ]` a counter example, if the target is on the left of 100?",1
"Are you looking only for a count, or are you interested in an algorithm that could also potentially print the permutations? In any case, how efficient must this be?",1
"Is the viewport fixed sized? And is the image fixed sized?",1
"This is a vague question. Do you even consider the payment and billing cycle dates?",0
"@Zelimir: As answer provided by you, MODE.CLEAR not working with xfermode. Can you please let me know why is it so?",1
"Homework? Project Euler?",0
"I always forget testing things in IE. Just out of curiosity, did you test this code on other browsers?",1
"why keep stuff that you don't access? why not leave the space for stuff that's needed?",0
"A hash? You mean a hash trie?",0
"@shakti : that's not an issue . My question is why there is no output ?",0
"The last sentence looks a little contradictory. Does it copy your generated config and then overwrites it?",0
"You tags are misleading - Algorithm, data structures and in your question you are asking for an answer to the puzzle. what do you want?",0
"what database is this? SQL Server?",0
"You can construct a unique Binary Search Tree given any two traversals, are you looking to do that or are you in search of something else? If not please elaborate what you mean by non unique trees?",1
"Its not a homework people, my colleaugue asked me to help him with some algorithm, this is only a part of that, I simplified it in terms of normal array objects, anyways the data consist of approximately 1000 elements, so if you could help us with atleast a better( efficient algorithm). and who tagged this is as homework??",0
"Why not? And why on earth do you have these absurd constraints?",0
"Of course I am not comparing to anything else. Otherwise, I won't be here, right?",0
"that is 'some data'? any hint?",0
"Must you go through all of the cities? Must you use all of the tickets?",0
"Please explain in detail? Really?",0
"There is still ambiguity - `1 3 5 4 2` is zig zag according to YOUR description of the problem, but NOT according to the topcoder description. Do you see why?",0
"Maybe mine is a stupid question, but... Are you running the program normally? or using the debug button?",1
"What kind of shell tools are available? E.g., awk, pure bash, perl, python, ... ?",1
"Do you want the actual algorithm, or a clue (ie. some kind of homework help)?",0
"What happens when you just use a different algorithm to determine file names? Does OpenOffice.org care?",1
